caseyear,state,st_case,statename,ve_total,ve_forms,pvh_invl,peds,pernotmvit,permvit,persons,county,countyname,city,cityname,day,dayname,month,monthname,year,day_week,day_weekname,hour,hourname,minute,minutename,nhs,nhsname,rur_urb,rur_urbname,func_sys,func_sysname,rd_owner,rd_ownername,route,routename,tway_id,tway_id2,milept,mileptname,latitude,latitudename,longitud,longitudname,sp_jur,sp_jurname,harm_ev,harm_evname,man_coll,man_collname,reljct1,reljct1name,reljct2,reljct2name,typ_int,typ_intname,wrk_zone,wrk_zonename,road_fnc,road_fncname,rel_road,rel_roadname,lgt_cond,lgt_condname,weather1,weather1name,weather2,weather2name,weather,weathername,sch_bus,sch_busname,rail,railname,not_hour,not_hourname,not_min,not_minname,arr_hour,arr_hourname,arr_min,arr_minname,hosp_hr,hosp_hrname,hosp_mn,hosp_mnname,cf1,cf1name,cf2,cf2name,cf3,cf3name,fatals,drunk_dr
2018,21,210002,Kentucky,1,1,0,0,0,3,3,99,HART (99),0,NOT APPLICABLE,2,2,1,January,2018,3,Tuesday,15,3:00pm-3:59pm,28,28,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-88,,148,148,37.28483889,37.28483889,-85.934177780,-85.934177780,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,5,Outside Trafficway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,51,51,16,4:00pm-4:59pm,11,11,16,4:00pm-4:59pm,59,59,0,None,0,None,0,None,1,0
2018,21,210003,Kentucky,1,1,0,0,0,2,2,193,PERRY (193),1470,HAZARD,4,4,1,January,2018,5,Thursday,15,3:00pm-3:59pm,27,27,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-15,,226,226,37.36772500,37.36772500,-83.257158330,-83.257158330,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,29,29,15,3:00pm-3:59pm,37,37,16,4:00pm-4:59pm,0,0,0,None,0,None,0,None,1,0
2018,21,210004,Kentucky,2,2,0,0,0,3,3,217,TAYLOR (217),0,NOT APPLICABLE,5,5,1,January,2018,6,Friday,13,1:00pm-1:59pm,59,59,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-70,,131,131,37.34117222,37.34117222,-85.160208330,-85.160208330,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,1,1,14,2:00pm-2:59pm,15,15,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,2,0
2018,21,210005,Kentucky,1,1,0,0,0,2,2,193,PERRY (193),1470,HAZARD,5,5,1,January,2018,6,Friday,22,10:00pm-10:59pm,46,46,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-476,,181,181,37.39579167,37.39579167,-83.206233330,-83.206233330,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,52,52,23,11:00pm-11:59pm,5,5,23,11:00pm-11:59pm,45,45,0,None,0,None,0,None,1,1
2018,21,210006,Kentucky,1,1,0,0,0,1,1,211,SHELBY (211),0,NOT APPLICABLE,8,8,1,January,2018,2,Monday,5,5:00am-5:59am,35,35,0,This section IS NOT on the NHS,1,Rural,6,Minor Collector,1,State Highway Agency,3,State Highway,SR-148,,99,99,38.13045833,38.13045833,-85.276183330,-85.276183330,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,5,Outside Trafficway,2,Dark - Not Lighted,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,0,No,0000000,Not Applicable,5,5:00am-5:59am,51,51,6,6:00am-6:59am,4,4,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,21,210007,Kentucky,1,1,0,0,0,2,2,179,NELSON (179),0,NOT APPLICABLE,8,8,1,January,2018,2,Monday,5,5:00am-5:59am,50,50,0,This section IS NOT on the NHS,1,Rural,7,Local,1,State Highway Agency,3,State Highway,SR-1066,,53,53,37.95463889,37.95463889,-85.229900000,-85.229900000,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,0,No,0000000,Not Applicable,5,5:00am-5:59am,55,55,6,6:00am-6:59am,10,10,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,21,210008,Kentucky,2,2,0,0,0,4,4,137,LINCOLN (137),0,NOT APPLICABLE,8,8,1,January,2018,2,Monday,12,12:00pm-12:59pm,43,43,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-150,,90,90,37.51300556,37.51300556,-84.598325000,-84.598325000,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,41,41,12,12:00pm-12:59pm,46,46,13,1:00pm-1:59pm,30,30,0,None,0,None,0,None,3,0
2018,21,210009,Kentucky,1,1,0,0,0,1,1,67,FAYETTE (67),1980,LEXINGTON,9,9,1,January,2018,3,Tuesday,1,1:00am-1:59am,47,47,1,This section IS ON the NHS,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,2,U.S. Highway,US-60 RAMP,SR-4,49,49,38.04983333,38.04983333,-84.562958330,-84.562958330,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,20,Entrance/Exit Ramp,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,1,1:00am-1:59am,49,49,1,1:00am-1:59am,53,53,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2018,21,210010,Kentucky,1,1,0,1,1,1,1,67,FAYETTE (67),1980,LEXINGTON,11,11,1,January,2018,5,Thursday,20,8:00pm-8:59pm,20,20,0,This section IS NOT on the NHS,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-25,,160,160,38.07265278,38.07265278,-84.505294440,-84.505294440,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,22,22,20,8:00pm-8:59pm,23,23,21,9:00pm-9:59pm,12,12,0,None,0,None,0,None,1,0
2018,21,210011,Kentucky,1,1,0,0,0,1,1,151,MADISON (151),0,NOT APPLICABLE,12,12,1,January,2018,6,Friday,1,1:00am-1:59am,59,59,0,This section IS NOT on the NHS,1,Rural,6,Minor Collector,1,State Highway Agency,3,State Highway,SR-1986,,3,3,37.77398611,37.77398611,-84.282163890,-84.282163890,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,2,Rain,5,"Fog, Smog, Smoke",2,Rain,0,No,0000000,Not Applicable,2,2:00am-2:59am,14,14,2,2:00am-2:59am,15,15,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2018,21,210012,Kentucky,1,1,0,0,0,2,2,111,JEFFERSON (111),2090,LOUISVILLE,12,12,1,January,2018,6,Friday,2,2:00am-2:59am,8,8,0,This section IS NOT on the NHS,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,3,State Highway,SR-1934,,9,9,38.09768611,38.09768611,-85.891533330,-85.891533330,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,2,On Shoulder,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
2018,21,210013,Kentucky,2,2,0,0,0,2,2,235,WHITLEY (235),0,NOT APPLICABLE,15,15,1,January,2018,2,Monday,14,2:00pm-2:59pm,43,43,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,2,U.S. Highway,US-25W,,229,229,36.86360278,36.86360278,-84.222630560,-84.222630560,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,47,47,14,2:00pm-2:59pm,58,58,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,21,210014,Kentucky,2,2,0,0,0,2,2,53,CLINTON (53),0,NOT APPLICABLE,16,16,1,January,2018,3,Tuesday,12,12:00pm-12:59pm,0,0,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-127 BYPASS,SR-738,99998,Not Reported,36.67300000,36.67300000,-85.143922220,-85.143922220,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,1,Daylight,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,4,4,12,12:00pm-12:59pm,10,10,12,12:00pm-12:59pm,28,28,0,None,0,None,0,None,1,0
2018,21,210015,Kentucky,2,2,0,0,0,3,3,195,PIKE (195),2640,PIKEVILLE,16,16,1,January,2018,3,Tuesday,13,1:00pm-1:59pm,7,7,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-1460,,38,38,37.47721111,37.47721111,-82.494019440,-82.494019440,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,7,7,13,1:00pm-1:59pm,15,15,13,1:00pm-1:59pm,38,38,0,None,0,None,0,None,1,0
2018,21,210016,Kentucky,2,2,0,0,0,2,2,111,JEFFERSON (111),2090,LOUISVILLE,4,4,1,January,2018,5,Thursday,9,9:00am-9:59am,9,9,0,This section IS NOT on the NHS,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-2050,SR-22,21,21,38.28389722,38.28389722,-85.627950000,-85.627950000,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,98,Not Reported,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,9,9:00am-9:59am,11,11,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,10,10:00am-10:59am,22,22,0,None,0,None,0,None,1,0
2018,21,210017,Kentucky,1,1,0,0,0,1,1,119,KNOTT (119),376,BRINKLEY,19,19,1,January,2018,6,Friday,6,6:00am-6:59am,54,54,0,This section IS NOT on the NHS,1,Rural,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-160,,79,79,37.31163333,37.31163333,-82.947680560,-82.947680560,0,No Special Jurisdiction,21,Bridge Pier or Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,4,Dawn,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,4,4,7,7:00am-7:59am,8,8,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,21,210018,Kentucky,1,1,0,0,0,3,3,231,WAYNE (231),0,NOT APPLICABLE,19,19,1,January,2018,6,Friday,19,7:00pm-7:59pm,28,28,0,This section IS NOT on the NHS,1,Rural,5,Major Collector,1,State Highway Agency,3,State Highway,SR-92,,122,122,36.79758889,36.79758889,-84.811100000,-84.811100000,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,28,28,19,7:00pm-7:59pm,34,34,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,21,210019,Kentucky,1,1,0,0,0,1,1,17,BOURBON (17),0,NOT APPLICABLE,20,20,1,January,2018,7,Saturday,8,8:00am-8:59am,0,0,9,Unknown if this section is on the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-27,,99998,Not Reported,38.16798889,38.16798889,-84.312044440,-84.312044440,0,No Special Jurisdiction,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,59,59,13,1:00pm-1:59pm,55,55,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
