caseyear,state,st_case,statename,ve_total,ve_forms,pvh_invl,peds,pernotmvit,permvit,persons,county,countyname,city,cityname,day,dayname,month,monthname,year,day_week,day_weekname,hour,hourname,minute,minutename,nhs,nhsname,rur_urb,rur_urbname,func_sys,func_sysname,rd_owner,rd_ownername,route,routename,tway_id,tway_id2,milept,mileptname,latitude,latitudename,longitud,longitudname,sp_jur,sp_jurname,harm_ev,harm_evname,man_coll,man_collname,reljct1,reljct1name,reljct2,reljct2name,typ_int,typ_intname,wrk_zone,wrk_zonename,road_fnc,road_fncname,rel_road,rel_roadname,lgt_cond,lgt_condname,weather1,weather1name,weather2,weather2name,weather,weathername,sch_bus,sch_busname,rail,railname,not_hour,not_hourname,not_min,not_minname,arr_hour,arr_hourname,arr_min,arr_minname,hosp_hr,hosp_hrname,hosp_mn,hosp_mnname,cf1,cf1name,cf2,cf2name,cf3,cf3name,fatals,drunk_dr
2018,32,320001,Nevada,1,1,0,1,1,1,1,3,CLARK (3),150,NORTH LAS VEGAS,29,29,3,March,2018,5,Thursday,20,8:00pm-8:59pm,46,46,0,This section IS NOT on the NHS,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-604 N LAS VEGAS BLVD,N MCCARRAN ST,99998,Not Reported,36.20621111,36.20621111,-115.112761100,-115.11276111,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2018,32,320002,Nevada,2,2,0,0,0,5,5,3,CLARK (3),0,NOT APPLICABLE,7,7,4,April,2018,7,Saturday,19,7:00pm-7:59pm,35,35,1,This section IS ON the NHS,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-515 US-95,,720,720,36.16245833,36.16245833,-115.092386100,-115.09238611,0,No Special Jurisdiction,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",11,Other,1,Yes,18,Through Roadway,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,99,Unknown,19,7:00pm-7:59pm,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,None,0,None,2,0
2018,32,320003,Nevada,1,1,0,0,0,1,1,3,CLARK (3),0,NOT APPLICABLE,1,1,1,January,2018,2,Monday,15,3:00pm-3:59pm,26,26,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-160,,136,136,36.03248333,36.03248333,-115.392247200,-115.39224722,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
2018,32,320004,Nevada,2,2,0,0,0,3,3,9,ESMERALDA (9),98,GOLDFIELD,4,4,3,March,2018,1,Sunday,15,3:00pm-3:59pm,46,46,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,2,U.S. Highway,US-95,,180,180,37.70648889,37.70648889,-117.231341700,-117.23134167,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,47,47,15,3:00pm-3:59pm,55,55,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,32,320005,Nevada,2,2,0,0,0,3,3,510,IND.CITY-CARSON CITY (510),50,CARSON CITY,6,6,1,January,2018,7,Saturday,8,8:00am-8:59am,48,48,0,This section IS NOT on the NHS,2,Urban,5,Major Collector,1,State Highway Agency,3,State Highway,SR-529 S CARSON ST,KOONTZ LN,99998,Not Reported,39.13386944,39.13386944,-119.769711100,-119.76971111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,8,8:00am-8:59am,54,54,9,9:00am-9:59am,10,10,9,9:00am-9:59am,20,20,0,None,0,None,0,None,1,0
2018,32,320006,Nevada,2,2,0,0,0,3,3,17,LINCOLN (17),0,NOT APPLICABLE,1,1,1,January,2018,2,Monday,17,5:00pm-5:59pm,3,3,1,This section IS ON the NHS,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-318,SR-375,99998,Not Reported,37.53155000,37.53155000,-115.229447200,-115.22944722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,4,Y-Intersection,0,None,,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,32,320007,Nevada,2,2,0,0,0,3,3,3,CLARK (3),150,NORTH LAS VEGAS,3,3,1,January,2018,4,Wednesday,1,1:00am-1:59am,36,36,0,This section IS NOT on the NHS,2,Urban,5,Major Collector,1,State Highway Agency,3,State Highway,SR-147 E LAKE MEAD BLVD,STATZ ST,99998,Not Reported,36.19590556,36.19590556,-115.107533300,-115.10753333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
2018,32,320008,Nevada,1,1,0,0,0,1,1,31,WASHOE (31),170,RENO,8,8,1,January,2018,2,Monday,9,9:00am-9:59am,30,30,0,This section IS NOT on the NHS,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,3,State Highway,SR-659 S MCCARRAN BLVD,,99998,Not Reported,39.47675000,39.47675000,-119.796930600,-119.79693056,0,No Special Jurisdiction,39,Wall,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,32,320009,Nevada,1,1,0,1,1,1,1,3,CLARK (3),120,LAS VEGAS,7,7,4,April,2018,7,Saturday,21,9:00pm-9:59pm,31,31,0,This section IS NOT on the NHS,2,Urban,4,Minor Arterial,98,Not Reported,6,Local Street - Municipality,W LAKE MEAD BLVD,,99998,Not Reported,36.19847500,36.19847500,-115.280397200,-115.28039722,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,34,34,21,9:00pm-9:59pm,38,38,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
2018,32,320010,Nevada,2,2,0,0,0,2,2,3,CLARK (3),0,NOT APPLICABLE,12,12,4,April,2018,5,Thursday,17,5:00pm-5:59pm,0,0,0,This section IS NOT on the NHS,2,Urban,4,Minor Arterial,1,State Highway Agency,3,State Highway,SR-159 E CHARLESTON BLVD,LINN LN,99998,Not Reported,36.15940556,36.15940556,-115.048838900,-115.04883889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,None,,,1,On Roadway,1,Daylight,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
